Date,Open,High,Low,Close,Adj Close**,Volume
"Jun 07, 2021",34766,34821,34575,34630,"34,630.24",259120000
"Jun 04, 2021",34619,34772,34619,34756,"34,756.39",270050000
"Jun 03, 2021",34550,34667,34334,34577,"34,577.04",297380000
"Jun 02, 2021",34615,34707,34546,34600,"34,600.38",263810000
"Jun 01, 2021",34584,34849,34543,34575,"34,575.31",287700000
"May 28, 2021",34559,34631,34520,34529,"34,529.45",290850000
"May 27, 2021",34432,34609,34389,34465,"34,464.64",520630000
"May 26, 2021",34336,34410,34271,34323,"34,323.05",258780000
"May 25, 2021",34429,34511,34266,34312,"34,312.46",285760000
"May 24, 2021",34254,34473,34254,34394,"34,393.98",251010000
"May 21, 2021",34122,34415,34122,34208,"34,207.84",306360000
"May 20, 2021",33906,34233,33872,34084,"34,084.15",320150000
"May 19, 2021",33946,33946,33474,33896,"33,896.04",348480000
"May 18, 2021",34351,34409,34044,34061,"34,060.66",289590000
"May 17, 2021",34375,34384,34177,34328,"34,327.79",291910000
"May 14, 2021",34051,34454,34051,34382,"34,382.13",303230000
"May 13, 2021",33625,34182,33623,34021,"34,021.45",350820000
"May 12, 2021",34206,34208,33555,33588,"33,587.66",381350000
"May 11, 2021",34573,34573,34075,34269,"34,269.16",413180000
"May 10, 2021",34785,35092,34742,34743,"34,742.82",361620000
"May 07, 2021",34578,34811,34464,34778,"34,777.76",303400000
"May 06, 2021",34245,34561,34185,34549,"34,548.53",315430000
"May 05, 2021",34164,34331,34040,34230,"34,230.34",253180000
"May 04, 2021",34080,34148,33766,34133,"34,133.03",407860000
"May 03, 2021",33905,34221,33905,34113,"34,113.23",289770000
"Apr 30, 2021",33989,33989,33785,33875,"33,874.85",374890000
"Apr 29, 2021",33856,34087,33744,34060,"34,060.36",408450000
"Apr 28, 2021",33860,33947,33806,33820,"33,820.38",335820000
"Apr 27, 2021",33932,34044,33870,33985,"33,984.93",289030000
"Apr 26, 2021",34044,34149,33941,33982,"33,981.57",279300000
"Apr 23, 2021",33805,34158,33713,34043,"34,043.49",346380000
"Apr 22, 2021",34110,34127,33717,33816,"33,815.90",344470000
"Apr 21, 2021",33808,34160,33774,34137,"34,137.31",290300000
"Apr 20, 2021",34034,34034,33687,33821,"33,821.30",350960000
"Apr 19, 2021",34182,34182,33981,34078,"34,077.63",312540000
"Apr 16, 2021",34058,34257,34058,34201,"34,200.67",343760000
"Apr 15, 2021",33789,34069,33789,34036,"34,035.99",319680000
"Apr 14, 2021",33669,33911,33669,33731,"33,730.89",315330000
"Apr 13, 2021",33721,33742,33546,33677,"33,677.27",324480000
"Apr 12, 2021",33775,33786,33666,33745,"33,745.40",327370000
"Apr 09, 2021",33526,33811,33526,33801,"33,800.60",316410000
"Apr 08, 2021",33470,33507,33343,33504,"33,503.57",304040000
"Apr 07, 2021",33445,33522,33348,33446,"33,446.26",273440000
"Apr 06, 2021",33500,33545,33380,33430,"33,430.24",297940000
"Apr 05, 2021",33222,33618,33222,33527,"33,527.19",344270000
"Apr 01, 2021",33055,33167,32985,33153,"33,153.21",311880000
"Mar 31, 2021",33116,33174,32981,32982,"32,981.55",414140000
"Mar 30, 2021",33128,33171,32989,33067,"33,066.96",307510000
"Mar 29, 2021",33088,33259,32905,33171,"33,171.37",351610000
"Mar 26, 2021",32681,33099,32681,33073,"33,072.88",382170000
"Mar 25, 2021",32347,32673,32071,32619,"32,619.48",411990000
"Mar 24, 2021",32471,32788,32418,32420,"32,420.06",399390000
"Mar 23, 2021",32692,32754,32356,32423,"32,423.15",385840000
"Mar 22, 2021",32602,32810,32513,32731,"32,731.20",383500000
"Mar 19, 2021",32858,32858,32505,32628,"32,627.97",811890000
"Mar 18, 2021",32928,33228,32831,32862,"32,862.30",418480000
"Mar 17, 2021",32826,33048,32782,33015,"33,015.37",391200000
"Mar 16, 2021",32967,32967,32778,32826,"32,825.95",386370000
"Mar 15, 2021",32799,32973,32630,32953,"32,953.46",360080000
"Mar 12, 2021",32462,32793,32462,32779,"32,778.64",346400000
"Mar 11, 2021",32355,32662,32346,32486,"32,485.59",400020000
"Mar 10, 2021",31907,32390,31907,32297,"32,297.02",409110000
"Mar 09, 2021",31892,32150,31823,31833,"31,832.74",458690000
"Mar 08, 2021",31512,32148,31512,31802,"31,802.44",496980000
"Mar 05, 2021",31029,31580,30767,31496,"31,496.30",501810000
"Mar 04, 2021",31289,31462,30548,30924,"30,924.14",537850000
"Mar 03, 2021",31353,31563,31260,31270,"31,270.09",409660000
"Mar 02, 2021",31535,31623,31377,31392,"31,391.52",337270000
"Mar 01, 2021",31066,31668,31066,31536,"31,535.51",385670000
"Feb 26, 2021",31401,31451,30911,30932,"30,932.37",532250000
"Feb 25, 2021",31956,31985,31293,31402,"31,402.01",454110000
"Feb 24, 2021",31500,32010,31421,31962,"31,961.86",410150000
"Feb 23, 2021",31502,31653,31159,31537,"31,537.35",460410000
"Feb 22, 2021",31381,31653,31287,31522,"31,521.69",387210000
"Feb 19, 2021",31504,31648,31469,31494,"31,494.32",353070000
"Feb 18, 2021",31559,31559,31285,31493,"31,493.34",325990000
"Feb 17, 2021",31486,31644,31339,31613,"31,613.02",343510000
"Feb 16, 2021",31472,31609,31443,31523,"31,522.75",329210000
"Feb 12, 2021",31421,31475,31348,31458,"31,458.40",263090000
"Feb 11, 2021",31466,31544,31244,31431,"31,430.70",280320000
"Feb 10, 2021",31428,31511,31221,31438,"31,437.80",326450000
"Feb 09, 2021",31360,31439,31246,31376,"31,375.83",308210000
"Feb 08, 2021",31191,31386,31191,31386,"31,385.76",322250000
"Feb 05, 2021",31094,31252,31083,31148,"31,148.24",293550000
"Feb 04, 2021",30738,31066,30738,31056,"31,055.86",338330000
"Feb 03, 2021",30690,30793,30521,30724,"30,723.60",305590000
"Feb 02, 2021",30277,30841,30277,30687,"30,687.48",333160000
"Feb 01, 2021",30055,30336,30015,30212,"30,211.91",347060000
"Jan 29, 2021",30554,30554,29856,29983,"29,982.62",536320000
"Jan 28, 2021",30377,30951,30377,30603,"30,603.36",465140000
"Jan 27, 2021",30894,30894,30207,30303,"30,303.17",566470000
"Jan 26, 2021",30969,31121,30922,30937,"30,937.04",373150000
"Jan 25, 2021",30990,30990,30564,30960,"30,960.00",472890000
"Jan 22, 2021",31142,31142,30908,30997,"30,996.98",436040000
"Jan 21, 2021",31198,31272,31121,31176,"31,176.01",418780000
"Jan 20, 2021",31018,31236,30998,31188,"31,188.38",384980000
"Jan 19, 2021",30887,31087,30865,30931,"30,930.52",386400000
"Jan 15, 2021",30927,30942,30613,30814,"30,814.26",433000000
"Jan 14, 2021",31086,31224,30982,30992,"30,991.52",427810000
"Jan 13, 2021",31085,31153,30992,31060,"31,060.47",413250000
"Jan 12, 2021",31015,31115,30889,31069,"31,068.69",362620000
"Jan 11, 2021",31015,31097,30832,31009,"31,008.69",356540000
"Jan 08, 2021",31070,31141,30793,31098,"31,097.97",381150000
"Jan 07, 2021",30901,31193,30898,31041,"31,041.13",427810000
"Jan 06, 2021",30363,31023,30313,30829,"30,829.40",500430000
"Jan 05, 2021",30204,30505,30142,30392,"30,391.60",350910000
"Jan 04, 2021",30627,30674,29882,30224,"30,223.89",475080000
"Dec 31, 2020",30418,30637,30345,30606,"30,606.48",284470000
"Dec 30, 2020",30415,30525,30393,30410,"30,409.56",291890000
"Dec 29, 2020",30492,30589,30274,30336,"30,335.67",357610000
"Dec 28, 2020",30283,30526,30283,30404,"30,403.97",302490000
"Dec 24, 2020",30156,30210,30099,30200,"30,199.87",145570000
"Dec 23, 2020",30047,30293,30047,30130,"30,129.83",274050000
"Dec 22, 2020",30200,30200,29993,30016,"30,015.51",388810000
"Dec 21, 2020",30159,30304,29756,30216,"30,216.45",437480000
"Dec 18, 2020",30314,30344,30029,30179,"30,179.05",782070000
"Dec 17, 2020",30216,30324,30216,30303,"30,303.37",345530000
"Dec 16, 2020",30191,30236,30080,30155,"30,154.54",344590000
"Dec 15, 2020",29919,30243,29895,30199,"30,199.31",417770000
"Dec 14, 2020",30124,30326,29849,29862,"29,861.55",371980000
"Dec 11, 2020",29988,30071,29821,30046,"30,046.37",393870000
"Dec 10, 2020",30033,30064,29877,29999,"29,999.26",325550000
"Dec 09, 2020",30230,30320,29952,30069,"30,068.81",380520000
"Dec 08, 2020",29998,30246,29972,30174,"30,173.88",311190000
"Dec 07, 2020",30233,30233,29967,30070,"30,069.79",365810000
"Dec 04, 2020",29990,30218,29990,30218,"30,218.26",356590000
"Dec 03, 2020",29921,30111,29877,29970,"29,969.52",405680000
"Dec 02, 2020",29695,29903,29599,29884,"29,883.79",385280000
"Dec 01, 2020",29798,30083,29798,29824,"29,823.92",429510000
"Nov 30, 2020",29855,29855,29464,29639,"29,638.64",551350000
"Nov 27, 2020",29911,30015,29820,29910,"29,910.37",177040000
"Nov 25, 2020",30059,30059,29806,29872,"29,872.47",323030000
"Nov 24, 2020",29746,30117,29746,30046,"30,046.24",432760000
"Nov 23, 2020",29333,29668,29333,29591,"29,591.27",387200000
"Nov 20, 2020",29438,29470,29231,29263,"29,263.48",305350000
"Nov 19, 2020",29371,29525,29228,29483,"29,483.23",331330000
"Nov 18, 2020",29875,29931,29433,29438,"29,438.42",382850000
"Nov 17, 2020",29800,29872,29520,29783,"29,783.35",372380000
"Nov 16, 2020",29672,29964,29672,29950,"29,950.44",418290000
"Nov 13, 2020",29204,29559,29204,29480,"29,479.81",348810000
"Nov 12, 2020",29232,29312,28902,29080,"29,080.17",369320000
"Nov 11, 2020",29524,29593,29281,29398,"29,397.63",376700000
"Nov 10, 2020",29254,29479,29127,29421,"29,420.92",526980000
"Nov 09, 2020",29468,29934,29131,29158,"29,157.97",673310000
"Nov 06, 2020",28399,28432,28190,28323,"28,323.40",326710000
"Nov 05, 2020",28083,28495,28083,28390,"28,390.18",390140000
"Nov 04, 2020",27513,28302,27513,27848,"27,847.66",447860000
"Nov 03, 2020",27139,27640,27139,27480,"27,480.03",350980000
"Nov 02, 2020",26691,27043,26691,26925,"26,925.05",379990000
"Oct 30, 2020",26572,26639,26144,26502,"26,501.60",504820000
"Oct 29, 2020",26481,26892,26291,26659,"26,659.11",419770000
"Oct 28, 2020",27102,27102,26497,26520,"26,519.95",496150000
"Oct 27, 2020",27651,27708,27458,27463,"27,463.19",366400000
"Oct 26, 2020",28186,28186,27370,27685,"27,685.38",404150000
"Oct 23, 2020",28410,28437,28150,28336,"28,335.57",347300000
"Oct 22, 2020",28197,28421,28040,28364,"28,363.66",330320000
"Oct 21, 2020",28271,28451,28196,28211,"28,210.82",299420000
"Oct 20, 2020",28246,28575,28243,28309,"28,308.79",350220000
"Oct 19, 2020",28634,28712,28139,28195,"28,195.42",358700000
"Oct 16, 2020",28571,28843,28571,28606,"28,606.31",356140000
"Oct 15, 2020",28323,28536,28182,28494,"28,494.20",328940000
"Oct 14, 2020",28731,28793,28462,28514,"28,514.00",370800000
"Oct 13, 2020",28765,28809,28604,28680,"28,679.81",526110000
"Oct 12, 2020",28671,28958,28660,28838,"28,837.52",493680000
"Oct 09, 2020",28534,28676,28441,28587,"28,586.90",324050000
"Oct 08, 2020",28349,28459,28266,28426,"28,425.51",314750000
"Oct 07, 2020",27971,28370,27971,28303,"28,303.46",328750000
"Oct 06, 2020",28214,28354,27728,27773,"27,772.76",435030000
"Oct 05, 2020",27825,28163,27825,28149,"28,148.64",318210000
"Oct 02, 2020",27536,27861,27383,27683,"27,682.81",392770000
"Oct 01, 2020",27941,28041,27669,27817,"27,816.90",373450000
"Sep 30, 2020",27515,28026,27511,27782,"27,781.70",452550000
"Sep 29, 2020",27560,27606,27338,27453,"27,452.66",303820000
"Sep 28, 2020",27362,27723,27362,27584,"27,584.06",401860000
"Sep 25, 2020",26695,27239,26635,27174,"27,173.96",388900000
"Sep 24, 2020",26716,27095,26537,26815,"26,815.44",447810000
"Sep 23, 2020",27414,27464,26716,26763,"26,763.13",459470000
"Sep 22, 2020",27170,27333,26990,27288,"27,288.18",420720000
"Sep 21, 2020",27485,27485,26715,27148,"27,147.70",523660000
"Sep 18, 2020",27865,27947,27488,27657,"27,657.42",698710000
"Sep 17, 2020",27834,28057,27648,27902,"27,901.98",437230000
"Sep 16, 2020",28032,28365,28022,28032,"28,032.38",416650000
"Sep 15, 2020",28140,28231,27931,27996,"27,995.60",414520000
"Sep 14, 2020",27719,28086,27719,27993,"27,993.33",380750000
"Sep 11, 2020",27614,27829,27448,27666,"27,665.64",435330000
"Sep 10, 2020",28023,28175,27447,27535,"27,534.58",442850000
"Sep 09, 2020",27712,28206,27705,27940,"27,940.47",460590000
"Sep 08, 2020",27925,27925,27465,27501,"27,500.89",580860000
"Sep 04, 2020",28341,28540,27665,28133,"28,133.31",694640000
"Sep 03, 2020",29091,29199,28075,28293,"28,292.73",650080000
"Sep 02, 2020",28737,29163,28714,29101,"29,100.50",539510000
"Sep 01, 2020",28440,28659,28291,28646,"28,645.66",423410000
"Aug 31, 2020",28644,28644,28364,28430,"28,430.05",517320000
"Aug 28, 2020",28601,28733,28488,28654,"28,653.87",369740000
